brand,name,url,image,unit,price_original,price_sale,saving_amount,saving_pct,rebate_raw,stock_qty,stock_text,pickup,delivery
GHP GROUP,"Cache-bouteille pour bonbonne de propane Canyon Ridge en acier, gris",https://www.rona.ca/fr/produit/ghp-group-cache-bouteille-pour-bonbonne-de-propane-canyon-ridge-en-acier-gris-52081-20555058,https://cdn.rona.ca/images/20555058_M.jpg,chacun,224.99,119.0,105.99000000000001,47.11,105 $,7.0,7 en magasin,Ramassage en magasin,Livraison
RUST-OLEUM,"Peinture « Spécialité », Rust-Oleum, 887 ml, acier inoxydable",https://www.rona.ca/fr/produit/peinture-specialite-rust-oleum-887-ml-acier-inoxydable-253563-03305620,https://cdn.rona.ca/images/03305620_M.jpg,chacun,137.0,34.0,103.0,75.18,103 $,2.0,2 en magasin,Ramassage en magasin,Livraison
ALLEN + ROTH,Tapis Iris allen + roth polyester 7 pi 10 x 10 pi 1 gris,https://www.rona.ca/fr/produit/tapis-iris-allen-roth-polyester-7-pi-10-x-10-pi-1-gris-562-451-b1-14715156,https://cdn.rona.ca/images/14715156_M.jpg,chacun,329.0,226.0,103.0,31.31,"102,15 $",3.0,3 en magasin,Ramassage en magasin,Livraison
MAKITA,Scie à onglets au laser Makita coulissante 10 po 13 A,https://www.rona.ca/fr/produit/scie-a-onglets-au-laser-makita-coulissante-10-po-13-a-ls1018l-11975214,https://cdn.rona.ca/images/11975214_M.jpg,chacun,579.0,479.0,100.0,17.27,100 $,1.0,1 en magasin,Ramassage en magasin,Livraison
BAKERSTONE,Centre de cuisson extérieur au propane Bakerstone à 3 brûleurs avec four à pizza,https://www.rona.ca/fr/produit/centre-de-cuisson-exterieur-au-propane-bakerstone-a-3-bruleurs-avec-four-a-pizza-bso3251-ooo-41915018,https://cdn.rona.ca/images/41915018_M.jpg,chacun,799.0,699.0,100.0,12.52,"99,01 $",4.0,4 en magasin,Ramassage en magasin,Livraison
EGLO,"Luminaire suspendu avec abat-jour, 2 x 60 W, nickel et taupe",https://www.rona.ca/fr/produit/eglo-luminaire-suspendu-avec-abat-jour-2-x-60-w-nickel-et-taupe-204256a-21045045,https://cdn.rona.ca/images/21045045_M.jpg,chacun,189.99,90.0,99.99000000000001,52.63,"99,99 $",1.0,1 en magasin,Ramassage en magasin,Livraison
MOEN,"Robinet de lavabo MOEN Arlys noir mat 1 poignée, installation sur comptoir, homologué WaterSense",https://www.rona.ca/fr/produit/robinet-de-lavabo-moen-arlys-noir-mat-1-poignee-installation-sur-comptoir-homologue-watersense-84770bl-15025735,https://cdn.rona.ca/images/15025735_M.jpg,chacun,224.99,129.0,95.99000000000001,42.66,"95,99 $",1.0,1 en magasin,Ramassage en magasin,Livraison
RUST-OLEUM,Système de remise à neuf pour armoires,https://www.rona.ca/fr/produit/rust-oleum-systeme-de-remise-a-neuf-pour-armoires-263131-03305666,https://cdn.rona.ca/images/03305666_M.jpg,chacun,189.0,94.0,95.0,50.26,"94,50 $",8.0,8 en magasin,Ramassage en magasin,Livraison
RUST-OLEUM,Système de remise à neuf pour armoires,https://www.rona.ca/fr/produit/rust-oleum-systeme-de-remise-a-neuf-pour-armoires-263133-03305667,https://cdn.rona.ca/images/03305667_M.jpg,chacun,189.0,94.0,95.0,50.26,"94,50 $",1.0,1 en magasin,Ramassage en magasin,Livraison
TRENZ LIGHTING,"Ensemble de 4 lumières encastrées Retina de TRENZ, DEL intégrée 4000 K, ouverture de 3 po, blanc",https://www.rona.ca/fr/produit/trenz-lighting-ensemble-de-4-lumieres-encastrees-retina-de-trenz-del-integree-4000-k-ouverture-de-3-po-blanc-03865361,https://cdn.rona.ca/images/03865361_M.jpg,chacun,169.99,75.0,94.99000000000001,55.88,"94,99 $",11.0,11 en magasin,Ramassage en magasin,Livraison
EUROFASE,"Luminaire mural de salle de bains à DEL intégrée de 25,75 po par Eurofase, chrome",https://www.rona.ca/fr/produit/luminaire-mural-de-salle-de-bains-a-del-integree-de-25-75-po-par-eurofase-chrome-31636-lwc-52945394,https://cdn.rona.ca/images/52945394_M.jpg,chacun,234.0,140.0,94.0,40.17,94 $,8.0,8 en magasin,Ramassage en magasin,Livraison
FOREMOST,Armoire à pharmacie Tallia par Foremost 23 po x 8 po x 27 po gris,https://www.rona.ca/fr/produit/armoire-a-pharmacie-tallia-par-foremost-23-po-x-8-po-x-27-po-gris-tagwc2327-73695091,https://cdn.rona.ca/images/73695091_M.jpg,chacun,289.99,199.0,90.99000000000001,31.38,90 $,1.0,1 en magasin,Ramassage en magasin,Livraison
CANARM,Applique murale Poppy par Canarm 3 lumières métal doré,https://www.rona.ca/fr/produit/applique-murale-poppy-par-canarm-3-lumieres-metal-dore-lvl176a03gd-05115747,https://cdn.rona.ca/images/05115747_M.jpg,chacun,169.99,80.0,89.99000000000001,52.94,"89,99 $",23.0,23 en magasin,Ramassage en magasin,Livraison
CANARM,"Rail d'éclairage à tête pivotante Dalton de Canarm, modulable, étain brossé, accents noirs, culot G9",https://www.rona.ca/fr/produit/rail-declairage-a-tete-pivotante-dalton-de-canarm-modulable-etain-brosse-accents-noirs-culot-g9-it691a04bkn9-05115688,https://cdn.rona.ca/images/05115688_M.jpg,chacun,169.99,80.0,89.99000000000001,52.94,"89,99 $",1.0,1 en magasin,Ramassage en magasin,Livraison
GLOBE ELECTRIC,Applique murale Perrier à 3 lumières au fini chrome avec abat-jours en verre bullé par Globe Electric,https://www.rona.ca/fr/produit/applique-murale-perrier-a-3-lumieres-au-fini-chrome-avec-abat-jours-en-verre-bulle-par-globe-electric-51160-37495547,https://cdn.rona.ca/images/37495547_M.jpg,chacun,189.99,100.0,89.99000000000001,47.37,"89,99 $",11.0,11 en magasin,Ramassage en magasin,Livraison
,"Pommier à 4 variétés de pommes, assorti",https://www.rona.ca/fr/produit/pommier-a-4-varietes-de-pommes-assorti-4pom4-10007-14905181,https://cdn.rona.ca/images/14905181_M.jpg,chacun,115.0,28.0,87.0,75.65,"86,25 $",1.0,1 en magasin,,
KITCHENAID,"Lave-vaisselle KitchenAid avec ProWash(MC), 24"", inox noir",https://www.rona.ca/fr/produit/lave-vaisselle-kitchenaid-avec-prowashmc-24-inox-noir-kdpm604kbs-30006541,https://cdn.rona.ca/images/30006541_M.jpg,chacun,595.0,509.0,86.0,14.45,86 $,,,,Livraison
USSSTOVE,"Réchaud de camping Caribou Backpacker par US Stove Company, acier, 14 po, noir",https://www.rona.ca/fr/produit/ussstove-rechaud-de-camping-caribou-backpacker-par-us-stove-company-acier-14-po-noir-ccs14-30235013,https://cdn.rona.ca/images/30235013_M.jpg,chacun,164.99,79.0,85.99000000000001,52.12,85 $,1.0,1 en magasin,Ramassage en magasin,Livraison
MOEN,"Robinet de cuisine Nori de MOEN, bec amovible, chrome",https://www.rona.ca/fr/produit/robinet-de-cuisine-nori-de-moen-bec-amovible-chrome-87066-15025378,https://cdn.rona.ca/images/15025378_M.jpg,chacun,339.99,254.0,85.99000000000001,25.29,85 $,4.0,4 en magasin,Ramassage en magasin,Livraison
TRAEGER PELLET GRILL,"Housse de barbecue Traeger pour utilisation avec le gril Tailgater 20, noir",https://www.rona.ca/fr/produit/traeger-pellet-grill-housse-de-barbecue-traeger-pour-utilisation-avec-le-gril-tailgater-20-noir-bac580-44995018,https://cdn.rona.ca/images/44995018_M.jpg,chacun,95.99,10.0,85.99,89.58,"85,99 $",23.0,23 en magasin,Ramassage en magasin,Livraison
GLOBE ELECTRIC,"Ensemble 5 pièces Parker pour salle de bains avec applique murale par Globe Electric, chrome",https://www.rona.ca/fr/produit/ensemble-5-pieces-parker-pour-salle-de-bains-avec-applique-murale-par-globe-electric-chrome-51234-37495545,https://cdn.rona.ca/images/37495545_M.jpg,chacun,154.99,70.0,84.99000000000001,54.84,"84,99 $",4.0,4 en magasin,Ramassage en magasin,Livraison
EUROFASE,"Luminaire mural pour meuble-lavabo à DEL intégrée de 24 po par Eurofase, noir",https://www.rona.ca/fr/produit/luminaire-mural-pour-meuble-lavabo-a-del-integree-de-24-po-par-eurofase-noir-34147-lwc-52945398,https://cdn.rona.ca/images/52945398_M.jpg,chacun,224.0,140.0,84.0,37.5,84 $,2.0,2 en magasin,Ramassage en magasin,Livraison
ALLEN + ROTH,Tapis Farren allen + roth polypropylen intérieur 7 pi 10 x 10 pi 2 beige rouge,https://www.rona.ca/fr/produit/tapis-farren-allen-roth-polypropylen-interieur-7-pi-10-x-10-pi-2-beige-rouge-57-188-b1-14715167,https://cdn.rona.ca/images/14715167_M.jpg,chacun,329.0,246.0,83.0,25.23,"82,61 $",2.0,2 en magasin,Ramassage en magasin,Livraison
SCHLAGE,Bas de clenche Century Bow de Schlage zinc noir mat,https://www.rona.ca/fr/produit/bas-de-clenche-century-bow-de-schlage-zinc-noir-mat-175580-12825555,https://cdn.rona.ca/images/12825555_M.jpg,chacun,164.99,82.0,82.99000000000001,50.3,"82,50 $",2.0,2 en magasin,Ramassage en magasin,Livraison
KOHLER,"Robinet de lavabo évasé à 2 manettes en chrome brillant Ealing de KOHLER, bonde à pression incluse",https://www.rona.ca/fr/produit/robinet-de-lavabo-evase-a-2-manettes-en-chrome-brillant-ealing-de-kohler-bonde-a-pression-incluse-31535201,https://cdn.rona.ca/images/31535201_M.jpg,chacun,249.99,169.0,80.99000000000001,32.4,"80,99 $",1.0,1 en magasin,Ramassage en magasin,Livraison
MASTER FORGE,Barbecue au gaz propane liquide Master Forge noir/argent 3 brûleurs 30 000 BTU,https://www.rona.ca/fr/produit/barbecue-au-gaz-propane-liquide-master-forge-noir-argent-3-bruleurs-30-000-btu-gbc23032l-c-60975002,https://cdn.rona.ca/images/60975002_M.jpg,chacun,279.99,199.0,80.99000000000001,28.93,80 $,5.0,5 en magasin,Ramassage en magasin,Livraison
MOEN,"Robinet bain-douche Arlys de MOEN, 1 poignée, 6,65 L/min, chrome",https://www.rona.ca/fr/produit/robinet-bain-douche-arlys-de-moen-1-poignee-6-65-l-min-chrome-82770-15025713,https://cdn.rona.ca/images/15025713_M.jpg,chacun,279.99,199.0,80.99000000000001,28.93,80 $,12.0,12 en magasin,Ramassage en magasin,Livraison
BOSCH,"Ensemble de 2 outils Bosch avec batteries et chargeur, connectivité Bluetooth, moteur sans balais, vitesse variable",https://www.rona.ca/fr/produit/ensemble-de-2-outils-bosch-avec-batteries-et-chargeur-connectivite-bluetooth-moteur-sans-balais-vitesse-variable-gxl18v-238b25-19836307,https://cdn.rona.ca/images/19836307_M.jpg,chacun,379.0,299.0,80.0,21.11,80 $,3.0,3 en magasin,Ramassage en magasin,Livraison
MAYTAG,"Surface de cuisson électrique Maytag avec grille, 30 po, noire/acier inoxydable",https://www.rona.ca/fr/produit/surface-de-cuisson-electrique-maytag-avec-grille-30-po-noire-acier-inoxydable-mec8830hs-30006106,https://cdn.rona.ca/images/30006106_M.jpg,chacun,145.0,69.0,76.0,52.41,"75,39 $",,,,Livraison
CANARM,"Suspension Delta de Canarm en forme de sphère, style contemporain, noir mat et nickel brossé",https://www.rona.ca/fr/produit/suspension-delta-de-canarm-en-forme-de-sphere-style-contemporain-noir-mat-et-nickel-brosse-ipl708b01bkn-05115787,https://cdn.rona.ca/images/05115787_M.jpg,chacun,154.99,80.0,74.99000000000001,48.38,"74,99 $",2.0,2 en magasin,Ramassage en magasin,Livraison
ALLEN + ROTH,"Lampe de table Allen + Roth Latchbury abat-jour en verre 30,5 po bronze",https://www.rona.ca/fr/produit/lampe-de-table-allen-roth-latchbury-abat-jour-en-verre-30-5-po-bronze-tl04bz-31955386,https://cdn.rona.ca/images/31955386_M.jpg,chacun,154.99,80.0,74.99000000000001,48.38,"74,99 $",1.0,1 en magasin,Ramassage en magasin,Livraison
ALLEN + ROTH,"Luminaire suspendu à 4 lumières Allen + Roth, fini noir, abat-jours en verre fumé, ampoules A19 de 60W (non-comprises)",https://www.rona.ca/fr/produit/luminaire-suspendu-a-4-lumieres-allen-roth-fini-noir-abat-jours-en-verre-fume-ampoules-a19-de-60w-non-comprises-ws-pc2020-21-08385079,https://cdn.rona.ca/images/08385079_M.jpg,chacun,159.99,85.0,74.99000000000001,46.87,"74,99 $",4.0,4 en magasin,Ramassage en magasin,Livraison
GLOBE ELECTRIC,"Lumière de sécurité détecteur de mouvement Link technologie par Globe, 180°, noir",https://www.rona.ca/fr/produit/globe-electric-lumiere-de-securite-detecteur-de-mouvement-link-technologie-par-globe-180-noir-51025193,https://cdn.rona.ca/images/51025193_M.jpg,chacun,119.0,45.0,74.0,62.18,74 $,3.0,3 en magasin,Ramassage en magasin,Livraison
SAMAN,"Epox-Y Saman pour moulage en polymère très lustré 1,5L",https://www.rona.ca/fr/produit/epox-y-saman-pour-moulage-en-polymere-tres-lustre-1-5l-epc-100-15-72645268,https://cdn.rona.ca/images/72645268_M.jpg,chacun,161.0,89.0,72.0,44.72,"71,01 $",15.0,15 en magasin,Ramassage en magasin,Livraison
KOHLER,"Robinet de lavabo en chrome brillant 2 manettes Ealing de KOHLER, bonde à pression incluse",https://www.rona.ca/fr/produit/robinet-de-lavabo-en-chrome-brillant-2-manettes-ealing-de-kohler-bonde-a-pression-incluse-31535200,https://cdn.rona.ca/images/31535200_M.jpg,chacun,169.99,99.0,70.99000000000001,41.76,"70,99 $",1.0,1 en magasin,Ramassage en magasin,Livraison
MOEN,"Robinet de lavabo MOEN Arlys chrome, 1 poignée référencée WaterSense",https://www.rona.ca/fr/produit/robinet-de-lavabo-moen-arlys-chrome-1-poignee-referencee-watersense-84770-15025714,https://cdn.rona.ca/images/15025714_M.jpg,chacun,189.99,119.0,70.99000000000001,37.37,"70,99 $",15.0,15 en magasin,Ramassage en magasin,Livraison
MOEN,"Robinet de lavabo MOEN Zarina chrome 1 poignée, installation sur comptoir, valve incluse",https://www.rona.ca/fr/produit/robinet-de-lavabo-moen-zarina-chrome-1-poignee-installation-sur-comptoir-valve-incluse-wsl84533-15025522,https://cdn.rona.ca/images/15025522_M.jpg,chacun,189.99,119.0,70.99000000000001,37.37,"70,99 $",3.0,3 en magasin,Ramassage en magasin,Livraison
HOOVER,Aspirateur-balai sans fil Hoover ONEPWR 20 V avec double filtration cyclonique,https://www.rona.ca/fr/produit/aspirateur-balai-sans-fil-hoover-onepwr-20-v-avec-double-filtration-cyclonique-bh53606vca-37065036,https://cdn.rona.ca/images/37065036_M.jpg,chacun,349.99,279.0,70.99000000000001,20.28,"70,99 $",2.0,2 en magasin,Ramassage en magasin,Livraison
NATURAE DECOR,"Auvent rétractable, 62"" x 98"", gris charbon",https://www.rona.ca/fr/produit/naturae-decor-auvent-retractable-62-x-98-gris-charbon-awn-s6298pil-x-30975039,https://cdn.rona.ca/images/30975039_M.jpg,chacun,149.0,79.0,70.0,46.98,"69,01 $",5.0,5 en magasin,Ramassage en magasin,Livraison
BLACK+DECKER,Shampouineuse portative Spillbuster BLACK+DECKER sans fil,https://www.rona.ca/fr/produit/shampouineuse-portative-spillbuster-blackdecker-sans-fil-bhsb320jp-00277370,https://cdn.rona.ca/images/00277370_M.jpg,chacun,149.0,79.0,70.0,46.98,70 $,13.0,13 en magasin,Ramassage en magasin,Livraison
AMERICAN STANDARD,Robinet de salle de bain Dieppe par American Standard chrome 1 poignée moderne,https://www.rona.ca/fr/produit/robinet-de-salle-de-bain-dieppe-par-american-standard-chrome-1-poignee-moderne-2020101002-00535159,https://cdn.rona.ca/images/00535159_M.jpg,boite,169.0,99.0,70.0,41.42,70 $,2.0,2 en magasin,Ramassage en magasin,Livraison
CUTLER FOREST,"Miroir de salle de bain Silhouette de Cutler Forest, zambukka, 23 po l. x 30 po H.",https://www.rona.ca/fr/produit/miroir-de-salle-de-bain-silhouette-de-cutler-forest-zambukka-23-po-l-x-30-po-h-fvm23x30zamb-84915177,https://cdn.rona.ca/images/84915177_M.jpg,chacun,199.0,129.0,70.0,35.18,70 $,1.0,1 en magasin,Ramassage en magasin,Livraison
BOSCH,"Marteau perforateur Connected-Ready de Bosch avec batterie de18 V, 1/2 po, moteur sans balais, lumière DEL",https://www.rona.ca/fr/produit/marteau-perforateur-connected-ready-de-bosch-avec-batterie-de18-v-1-2-po-moteur-sans-balais-lumiere-del-gsb18v-535cb15-19836302,https://cdn.rona.ca/images/19836302_M.jpg,chacun,299.0,229.0,70.0,23.41,70 $,3.0,3 en magasin,Ramassage en magasin,Livraison
EUROFASE,"Applique murale pour salle de bain Eurofase, 4 lumières DEL, chrome, style transitionnel",https://www.rona.ca/fr/produit/applique-murale-pour-salle-de-bain-eurofase-4-lumieres-del-chrome-style-transitionnel-29272-013-lw-32017752,https://cdn.rona.ca/images/32017752_M.jpg,chacun,209.99,140.0,69.99000000000001,33.33,"69,99 $",2.0,2 en magasin,Ramassage en magasin,Livraison
CANARM,"Lustre à 6 lumières Jett de Canarm avec verre clair, style moderne, or",https://www.rona.ca/fr/produit/lustre-a-6-lumieres-jett-de-canarm-avec-verre-clair-style-moderne-or-ich671b06gd-05115807,https://cdn.rona.ca/images/05115807_M.jpg,chacun,289.99,220.0,69.99000000000001,24.14,"69,99 $",2.0,2 en magasin,Ramassage en magasin,Livraison
WEISER,"Clenche d'entrée Weiser Vancouver et poignée Halifax avec pêne dormant et technologie SmartKey, noir mat",https://www.rona.ca/fr/produit/clenche-dentree-weiser-vancouver-et-poignee-halifax-avec-pene-dormant-et-technologie-smartkey-noir-mat-9gla84710-005-09656118,https://cdn.rona.ca/images/09656118_M.jpg,chacun,269.99,202.0,67.99000000000001,25.18,"67,50 $",1.0,1 en magasin,Ramassage en magasin,Livraison
PASLODE,"Agrafes Paslode, couronne étroite, calibre 16, galvanisées, 1 po L., paquet de 16 500",https://www.rona.ca/fr/produit/agrafes-paslode-couronne-etroite-calibre-16-galvanisees-1-po-l-paquet-de-16-500-0t5242-22935060,https://cdn.rona.ca/images/22935060_M.jpg,boite,89.99,22.0,67.99,75.55,"67,49 $",9.0,9 en magasin,Ramassage en magasin,Livraison
KITCHENAID,"Cuisinière électrique encastrée 30 po KitchenAid 5 éléments convection four autonettoyant 6,4 pi³ acier inoxydable",https://www.rona.ca/fr/produit/cuisiniere-electrique-encastree-30-po-kitchenaid-5-elements-convection-four-autonettoyant-6-4-pi3-acier-inoxydable-ykseg700ess-30005287,https://cdn.rona.ca/images/30005287_M.jpg,chacun,195.0,129.0,66.0,33.85,66 $,,,,Livraison
KITCHENAID,"Lave-vaisselle encastré avec fini PrintShield, 24"", inox",https://www.rona.ca/fr/produit/kitchenaid-lave-vaisselle-encastre-avec-fini-printshield-24-inox-kdpm704kps-30006545,https://cdn.rona.ca/images/30006545_M.jpg,chacun,595.0,529.0,66.0,11.09,66 $,,,,Livraison
WEBER,"Ensemble de 2 grilles Weber Genesis(MD) 300, fonte émaillée, 2 grilles",https://www.rona.ca/fr/produit/ensemble-de-2-grilles-weber-genesismd-300-fonte-emaillee-2-grilles-7524-15895019,https://cdn.rona.ca/images/15895019_M.jpg,chacun,154.99,89.0,65.99000000000001,42.58,"65,59 $",7.0,7 en magasin,Ramassage en magasin,Livraison
LANDON&CO,"Robinet de cuisine Rhys Landon & Co., 1 poignée pivotante, chrome poli",https://www.rona.ca/fr/produit/landon-co-robinet-de-cuisine-rhys-landon-co-1-poignee-pivotante-chrome-poli-fp1b4207cp-80375174,https://cdn.rona.ca/images/80375174_M.jpg,chacun,229.99,164.0,65.99000000000001,28.69,65 $,2.0,2 en magasin,Ramassage en magasin,Livraison
PASLODE,"Agrafes standard Paslode, acier galvanisé, pointes de 1 1/4 po L. x couronne de 1/2 po l., 13 500 par paquet",https://www.rona.ca/fr/produit/agrafes-standard-paslode-acier-galvanise-pointes-de-1-1-4-po-l-x-couronne-de-1-2-po-l-13-500-par-paquet-0t5238-2293024,https://cdn.rona.ca/images/2293024_M.jpg,boite,129.0,64.0,65.0,50.39,"64,50 $",2.0,2 en magasin,Ramassage en magasin,Livraison
MOEN,"Robinet bain-douche Zarina de MOEN, 1 poignée, 6,65 L/min, chrome",https://www.rona.ca/fr/produit/robinet-bain-douche-zarina-de-moen-1-poignee-6-65-l-min-chrome-82533-15025344,https://cdn.rona.ca/images/15025344_M.jpg,chacun,219.99,155.0,64.99000000000001,29.54,64 $,7.0,7 en magasin,Ramassage en magasin,Livraison
CANARM,"Plafonnier à 3 lumières Solana de Canarm avec perles de bois, gris brossé",https://www.rona.ca/fr/produit/plafonnier-a-3-lumieres-solana-de-canarm-avec-perles-de-bois-gris-brosse-isf1033a03bgy-05115804,https://cdn.rona.ca/images/05115804_M.jpg,chacun,224.99,160.0,64.99000000000001,28.89,"64,99 $",2.0,2 en magasin,Ramassage en magasin,Livraison
WESTINGHOUSE,"Ventilateur de plafond Bendan Westinghouse, chrome satiné, 5 pales, 52 po dia",https://www.rona.ca/fr/produit/ventilateur-de-plafond-bendan-westinghouse-chrome-satine-5-pales-52-po-dia-7223814-84515080,https://cdn.rona.ca/images/84515080_M.jpg,chacun,364.99,300.0,64.99000000000001,17.81,"64,99 $",2.0,2 en magasin,Ramassage en magasin,Livraison
GLOBE ELECTRIC,"Applique murale 2 en 1 Selena de Globe Electric à 1 lumière, style traditionnel, 10 po l., chrome",https://www.rona.ca/fr/produit/applique-murale-2-en-1-selena-de-globe-electric-a-1-lumiere-style-traditionnel-10-po-l-chrome-51532-00795877,https://cdn.rona.ca/images/00795877_M.jpg,chacun,109.0,45.0,64.0,58.72,64 $,2.0,2 en magasin,Ramassage en magasin,Livraison
RELIABILT,"Poignée de passage réversible en acier inoxydable Stanford de Reliabilt, emballage multiple",https://www.rona.ca/fr/produit/poignee-de-passage-reversible-en-acier-inoxydable-stanford-de-reliabilt-emballage-multiple-8tms0s82-81305207,https://cdn.rona.ca/images/81305207_M.jpg,chacun,209.99,146.0,63.99000000000001,30.47,63 $,8.0,8 en magasin,Ramassage en magasin,Livraison
DIRT DEVIL,"Aspirateur-balai autoportant sans fil Dirt Devil mode surpuissance et accessoires, rouge",https://www.rona.ca/fr/produit/aspirateur-balai-autoportant-sans-fil-dirt-devil-mode-surpuissance-et-accessoires-rouge-bd57010v-37065035,https://cdn.rona.ca/images/37065035_M.jpg,chacun,249.99,187.0,62.99000000000001,25.2,"62,50 $",3.0,3 en magasin,Ramassage en magasin,Livraison
ALLEN + ROTH,Tapis Farren allen + roth 5'2 pi x 7'10 pi propylène beige et rouge,https://www.rona.ca/fr/produit/tapis-farren-allen-roth-52-pi-x-710-pi-propylene-beige-et-rouge-57-188-a1-14715171,https://cdn.rona.ca/images/14715171_M.jpg,chacun,179.0,118.0,61.0,34.08,"60,64 $",1.0,1 en magasin,Ramassage en magasin,Livraison
UTILITECH,"Chaufferette tour 1500 W 360 degrés 3 réglages noir 18,4 po",https://www.rona.ca/fr/produit/utilitech-chaufferette-tour-1500-w-360-degres-3-reglages-noir-18-4-po-ht1369-72495003,https://cdn.rona.ca/images/72495003_M.jpg,chacun,129.99,69.0,60.99000000000001,46.92,60 $,2.0,2 en magasin,Ramassage en magasin,Livraison
ESSENTIAL STYLE,"Robinet de salle de bain chromé à 2 manettes Indi d'Essential Style, 4 po",https://www.rona.ca/fr/produit/robinet-de-salle-de-bain-chrome-a-2-manettes-indi-dessential-style-4-po-ind74ccp-12365929,https://cdn.rona.ca/images/12365929_M.jpg,chacun,159.99,99.0,60.99000000000001,38.12,"60,99 $",3.0,3 en magasin,Ramassage en magasin,Livraison
RONA,"Peinture blanche pour marquage routier RONA à base d'eau, 18 L",https://www.rona.ca/fr/produit/peinture-blanche-pour-marquage-routier-rona-a-base-deau-18-l-508-50019-55505268,https://cdn.rona.ca/images/55505268_M.jpg,chacun,199.99,139.0,60.99000000000001,30.5,60 $,2.0,2 en magasin,Ramassage en magasin,Livraison
WORX,Ensemble de coupe-bordure et souffleur WORX sans fil sans balais 20 V avec batterie,https://www.rona.ca/fr/produit/ensemble-de-coupe-bordure-et-souffleur-worx-sans-fil-sans-balais-20-v-avec-batterie-wg940-06665016,https://cdn.rona.ca/images/06665016_M.jpg,chacun,299.99,239.0,60.99000000000001,20.33,60 $,2.0,2 en magasin,Ramassage en magasin,Livraison
